stt,review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947_4,"This movie reminds me of Harry Potter - not the style but the marketing strategy. There may be part 2 , part three...until one day the product life cycle finishs, of course on the condition that the part one has a commercial success. so many things seems to be hidden and thus the story looks quite incomplete. the action design is boring. set design is ok but not fine. perhaps Edison Chen would be a big star one day. He really looks charming even on big screen. The most impressive is still Anthony Wong. 4/10<br /><br />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611_10,"This is a prime example of uninhibited filmmaking at its best. Richard Greene (who does good in the role) search for his two missing friends takes him to the Black Forest domain and castle of one-eyed Count Bruno (Stephen McNally), a past enemy of his whom he has never seen face to face. Incredible film has so many awesome elements combined (for once) into a single film--a crocodile pit; a hulking mute (played by Lon Chaney, Jr.); a crafty doctor (played by Boris Karloff); a leopard hunt (VERY well done and VERY atmospheric); a love story; a castle; a swordfight; a sadistic, one-eyed count and his two evil accomplices (played by John Hoyt and Michael Pate!!!); an intriguing background story which makes the film even more interesting; and more!. Jerry Sackheim's script doesn't allow itself to be bound in--making a film that comes extremely recommendable to anyone who is into unlimited filmmaking with a touch of horror and atmosphere to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807_1,"Honestly, this may be the worst movie I've ever seen. And I've seen Spider Baby, and Not of This Earth. Heck I've even seen 200 Motels. Having just discovered the Freaks and Geeks series and being surprised at the acting ability of Linda Cardellini I checked out the reviews here and decided this was worth a try. That is the LAST time I will ever rely on a review at IMDb. I didn't realize that MORONS were writing IMDb reviews while they were waiting for their calls to be answered on AM radio. <br /><br />This movie is so far beyond bad that mere words cannot express the wretchedness of its vomitous state. Seriously. <br /><br />Watch this movie if you think Will Farrel is really really really funny, if you think Adam Sandler is a comedic genius. Watch this movie but PLEASE DON'T BREED!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464_8,"At first, I honestly thought it would be a corny movie. But after seeing this, I was quite surprised. Amanda Bynes was convincingly funny along with the supporting cast (Especially that character played by \Bullet tooth Tony\"" from Snatch. What a contrasting role between those two movies!). Now", i'm not one to say whether or not an actor is good or not, but her act, especially, was thoroughly enjoyable. Even though the plot devolved into a teeny-bopper love triangle (though very funny) half-way into the movie, I feel that this shouldn't discount, what I think, the movie really is: simply entertaining. So if you happen to stumble upon it, whether by DVD or theater," i'm confident that you'll enjoy.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124_10,"This film has to be as near to perfect a film as John Ford made. The film is magic, a masterpiece, the reason Ford was, well Ford. If you want to know why Ford was great this one explains it.<br /><br />The photography of course is superb, black and white as black and white should be, wonderful shots, not an over the shoulder conversation in it, pure Ford, great moments, big and little. The famous ripped pants of Ward Bond. Apparently two dogs kept invading the set and fighting so Ford wanted to use them in the fighting scene, but instead of fighting one dog ran away and the other attacked Ward Bond and ripped his pants, which caused Ford no end of mirth. A whole scene around plaiting a rope. The way Ben Johnson burn then snuffs his rope, wonderful foreshadowing and anticipation of the final. Harry Carey's naive courting of Prudence. The usual ford line about being scared and not showing it. Bond's horse accidentally falling in him and its left in the film. Johnson and Bond are fantastic in that scene. Lord help any Ford actor who does not stay in character while the camera is rolling even when a horse falls on top of you.<br /><br />A couple of very sweet romances, not intruding on the whole focus, two very likable leads, not to mention for the girls, the number of times the cameras focus on Ben Johnson's rather delightful backside.<br /><br />Lots of old time stuntmen getting lines and roles, Cliff Lyons, Frank McGrath. Some wonderful character studies mostly of faces staring, all the villains and main stars. A set of villains to rival any group in any western.<br /><br />Many many Fordian shots of faces, groups, children, women, small things happening, foals in the background (Ford seems to love images of foals), women in aprons, allowing the moment as wagons cross rivers and the camera lingers.<br /><br />This is probably not a western as much as an artist's picture that happens to be set in the west.<br /><br />Lucky the film was made in 1950 because it is impossible to imagine such a film could be ever made again, but then it is such a work of art that it would be a sacrilege to attempt it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705_4,"I like Errol Flynn; I like biographies and I like action movies. This featured all three of these....but I didn't like this film. It just went on too long although the last 20 minutes was excellent, especially in the photography with some great low- angle shots. However, I seemed like it took six hour to get to that point, and I really can't say why I feel this way. <br /><br />The action is interesting, Errol Flynn and Olivia de Havilland are fine. In fact, it was refreshing to see de Havilland actually be supportive of Flynn instead of her normal role as antagonist to him. Yet something is lacking in this movie.<br /><br />The film has been roundly criticized for its historical inaccuracy but I don't hear that same criticism for a lot of other films which have done the same. In fact, its RARE when a film is historically accurate. For some reason, this revisionist history offended most critics. If the film had made General Custer a lot worse than he really was, they would have probably liked it. Well, too bad. In their twisted way, critics prefer villains to heroes. <br /><br />I really wish I could have enjoyed this more but I'll take a lot of other Flynn adventures over this one.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12187_8,"This has been one of the best vampire movies that I have seen in a long time. It was very seductive and alluring, I liked that it did not have the usual gore and carnage that comes along with most vampire movies. The music was excellent. It would be great if there was a sequel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12319_10,"Easily one of my three or four favorite films. Definitely one for the desert island. There is nothing `brilliant' about this film. Rather, it glows warm and welcoming. The audience is invited to a party and, like any good party, the joy comes in the interaction of the guests, and what you learn as you progress from one to the next. With apologies to Joyce, the film's title conjures up a number of ideas that keep audiences away. The film is not horrifying. It is not depressing. It is a beautiful look into a time that has past, within which people are growing up, and others are winding down. Some are frustrated, and others are serene. And all around, ever present throughout the evening, are the people, and the parts of people, that have been laid to rest. The words these exquisite actors are given to speak are perfection and, set to the music of the Irish brogue, are an auditory feast, particularly to us flat-toned Americans. About the lack of brilliance I referred to above, I take it back. There is no other word to describe the final scene between Anjelica Huston and Donal McCann. It speaks quiet volumes about  well, everything. Some lovely snowy evening, rent this film and just let it happen before you. No gunfights, no car chases, no dinosaurs  just film at its most sublime.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9874_3,"I am almost a two decade old human who's been reading comics most of my life. I'm not a huge fan of the Fantastic Four, but I'm fairly familiar with them. In 1994, Roger Corman (B-movie legend) produced the first, I think, feature length Fantastic Four film. The result was such pure schlock that it was never given a release. Still, copies exist, mostly on the net and at conventions. If you're looking for a laugh and can find a copy do yourself a favor and check this thing out.<br /><br />The film basically retells the FF's origin and an encounter with Doctor Doom and a villain named The Jeweler, essentially the Mole Man with a penchant for petty larceny. As is the case with these comic book movies, everything has to tie into everything, so the FF play a vital role in Dr. Doom's creation, and he and the Jeweler play a vital role in theirs.<br /><br />First, I'd just like to mention that despite everything that went bad in this movie, I actually sort of liked the guy that played Doom. He doesn't get many decent lines, but when he does he hits them. The armor looks pretty good too.<br /><br />As for the rest...it's a dirty, dirty mess. Bad plots, bad acting, bad effects, bad everything basically. Boos especially to Jay Underwood, bringing new meaning to the word overacting as Johnny Storm. He's not overacting, he's ultracting.<br /><br />As for the FF, well they all sort of look right, and Sue's played by a very attractive actress, but they just don't seem like a real team. For one thing they have no reason for Sue and Johnny to go into space. In an early section Ben and Reed go to visit the two, Johnny's like 8 and Sue's about 12. It only stands to make their eventual romantic pairing a helluva lot creepier. The Thing costume looks more reptilian than anything else, not very rocky, and the only time the Human Torch is really a Human Torch he looks like the Silver Surfer tinted red.<br /><br />I could type for hours, but I think the scene that best sums it up is a climactic encounter featuring the aforementioned not-so-Human Torch. He's racing a laser beam, and he eventually destroys it with a punch. Yes, a punch. A laser beam. With a punch. Then he flies around and goes \Yippeee!\"" a whole lot", whereupon the camera tilts down and he flies back TOWARD EARTH. Evidently Reed the intellectual forgot to inform Johnny that fire doesn't exist in the vacuum of space. This and many other scenes operate like Looney Toones, if the character doesn't know they are over a cliff, they don't fall.<br /><br />I laughed, I cried," I was glad it was never released.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406_4,"Let me preface by stating that I have lived in Louisville, Kentucky all of my life. I grew up about ½ mile from Waverly. In the wintertime we would pull our sleds down Maryman road and cross Dixie Highway to go sleigh riding on Waverly Hill. Many times during the winter of 76-77 we would climb into the Tunnel to warm ourselves. The place was still being run as a \Geriatric Center\"" at the time. We would go all the way through the tunnel up the hill to bang on what we thought was the \""Door to the Morgue\"". I have to be honest. The only sensation we felt was that we were getting away with something we should not be doing. I would have to say we went up that tunnel over 50 times that winter. Nothing stranger than teen-aged boys acting stupid ever happened. I love the fact that it is getting attention after all these years. One evening when I was young we looked out our front porch and it appeared that the entire hill was on fire. There was an older hospital on the hill that burned down. It burned for hours while the entire neighborhood sat outside and watched. The thing that gets lost about Waverly is that many people survived TB there. Let's face itThe doctors back then did everything they thought was correct to save people. It took a lot of guts for people to work there knowing how contagious TB was. Too much is focused on those who suffered. I also have traveled into the building several times in the early 70's. We would go and visit shut-ins in the Nursing Home through a church youth group. By the way"," the doors there were not prison like steel doors with chains and padlocks as portrayed in the film. They were wooden and opensometimes too open. It did smell of urine and feces and you saw the occasional open gown associated with patients with dementia. It was true that it was closed by the state in the early 80's. A lot of that may have to do with the age of the building or the right guy wasn't paid off. This is after all Kentucky. The part of the documentary that turned me off the most was the piling of bodies into a cart. If I am not mistaken it appears to have been Holocaust footage. That was added for dramatic effect. It left me with a sour taste in my mouth for the filmmaker. I am a skeptic when it comes to \""Ghosts\"". I do believe that many around here truly think the place to be haunted. Waverly for me however symbolized a fun place for adventure for a boy with a sled.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327_10,"The scripting of the subtle comedy is unmatched by any movie in recent years. The characters are interesting, even if a bit predictable. The comedic timing written into the script is more than enough to make up for a well-worn underdog plot. When you're sure you know the ending....SURPRISE! Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular! Great movie!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605_10,"In many ways, the perfect movie. The \Incredible Journey\"" and Horatio Alger tale come together for a positive spin on the usually depressing subject of existentialism. In essence"," the travails of the muppets boil down to the finale song of the movie: \""Life's like a movie", write your own ending, keep believing," keep pretending.\"" They create their own reality", which has all the trappings of every epic tale: a lofty goal at the end of what is necessarily a obstacle-laden journey; an ever-increasing group of like-minded individuals for camaraderie; a nasty set of villians who are not beyond all redemption; and a big-budget Hollywood ending because, darn it all, they CAN.<br /><br />Only Jim Henson could pull this off. He walks the line between sentimentality and philosophy without swerving too long or too hard into either. Of course it seems odd that invest such weight into a film starring puppets, but in the end perhaps they are the perfect, uh, puppet to make these points. The movie's atmosphere allows for the pure enjoyment of the Hollywood dream," the \""happy\"" ending", unnecessary cameos, and bursting into song at the drop of a hat. Usually these aspects are anathema to quality in film," but the self-deprecating manner under which the story is delivered makes for guilt-free viewing. One of the few films that can truly be called \""suitable for all ages.\""<br /><br />The other muppet-related films (including \""The Empire Strikes Back\"")", while palatable, do not touch the simple grace of this film. Take, for instance," the musical number \""Hope that Something Better Comes Along","\"" the duet of Kermit and Rowlf. Amusing in its vaudevillian goofiness"," yet makes a bitingly crucial point about the motivations behind life choices. Brilliant.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080_4,"**MAJOR SPOILERS** Watchable only for the action sequences not the story or acting in it \Nature Unleashed: Fire\"" has one of the longest and excruciating endings in modern motion picture history. We have the fearless Ranger Jake", Bryan Genesse, leading this trio of hysterical bikers to safety in of all paces an explosive fume beaching mine shaft! This during a raging forest fire! It seems that Ranger Jake with all his knowledge of the great outdoors didn't realize that a mine shaft that's leaking with dangerous and explosive methane gas is the last place to go when all the woods around it is on fire!<br /><br />***SPOILERS FROM THIS POINT ON*** All this started some time ago when Ranger Jake in an effort to save the not that on the ball miner Tiny," Chris Harz aka \""The Sherd\""", let him slip through his fingers and fall to his death at the bottom of the mine shaft, or did he! Even though we were kept in suspense to who's setting the forest fires for the first half of the movie it wasn't a surprise at all the Tiny was the culprit! As you would expect in movies like these Tiny seemed to be made of hardened steel in that nothing that ever happened to him, fires explosions as well as impaling, could stop the crazed miner.<br /><br />Before Tiny's reappearance, or resurrection, Ranger Jake got involved in rescuing bikers Chris Mel Sharon & Marcus, Josh Cohen Melanie Lewis Anastasia Griffith & Ross McCall, who were trapped in the woods with fires breaking all around them. Having the usual know it all-Marcus-among the bikers things don't go as smoothly as Ranger Jake wanted them to go. Marcus not only eggs on the meek Chris to do something stupid, jump with his bike over a 10 foot pile of logs, but has the guy break his leg. This makes it almost impossible for Ranger Jake to have Chris air-lifted out before the fires consume him as well as his fellow bikers!<br /><br />For the remainder of the movie Ranger Jake, who put himself in charge, makes boner after boner in his attempt to save himself and the trapped and lost in the woods bikers! All this ends with Jake's brilliant idea to hide in a dangerous and abandoned mine shaft with the rescue party just yards away from rescuing them if they only stayed put and in the open where the rescue team could find them!<br /><br />Even though he was supposed to be the life of the party, or movie, Tiny for all his efforts in being another indestructible super villain came across as a man who spent too much time out in the sun. The make-up job on Tiny was so outrageous that he looked like he dumped a jar of spaghetti sauce over his head instead of having it burned to a crisp.<br /><br />Ranger Jake came across as either somewhat very naive or retarded in his being so taken in by the dangerous Tiny in always trying to save the rampaging psycho who never hid his feelings about what he had in mind for the play by the rules Forest Ranger. In fact Ranger Jake actually encouraged Tiny to do both him and the bikers in by showing him how incompetent he was in trying to save them. The fact that Ranger Jake was successful wasn't because he was so smart but because Tiny , despite his indestructibility," was so brainless!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074_10,"I don't think I have ever seen a better movie parody. Mel Brooks is insane. EVERY time I watch it I find something new and it makes it even more funny than the time before. Cary Elwes is perfect for the role of Robin Hood. It has a great and unexpected ending that leaves you cracking up. Every character is great from Little John and Will to Maid Marian and Broomhilde. I laughed the whole way through and will never get tired of it. Watch it!!<br /><br />If you liked Cary Elwes in this Movie, you must definitely see The Princess Bride.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499_3,"D'Amato's hardcore/horror hybrid doesn't really live up to its extraordinary title and intriguing premise, wherein various vapid contemporary types are attacked by a monster on an Atoll previously used for nuclear experiments, but for the most part the film is so slow, the action so dreary and the cast so clearly repulsed to be having to have sex with each other that the film becomes a chore to watch.<br /><br />This is a pity, because the film sets up a promising idea. A group of scientists are taken to the Atoll by a naval officer in a small vessel. The scientists  three women and two men  are an intriguing cross section of sexual types, suffering to various degrees from nymphomania, co-dependency and frigidity; there's even an intriguing foray into the world of female sex tourism, where one of the women stops off at a brothel to get serviced by two hunky Caribbean studs for hire. The creature himself  a mangled native Islander with a horribly scarred face and an unfeasibly long pizzle  bears some affinities with the old Creature from the Black Lagoon and is the kind of nuclear nightmare that has hovered over postmodern man since the cold war commenced, despite those of us in the West having retreated into hedonism and relativistic science.<br /><br />Porno Holocaust certainly is a film which shows the post-sexual revolution Westerners coming across their mirror image in a nuclear monster, yet the torpidity with which it unfolds really lets down the fierceness of the idea. There is a promising interplay of action shots with POV shots, which suggest that the monster (who looks/stalks on as horror monsters from their POV position tend to do) is akin to the voyeur in the audience getting off on the sex between the \beautiful people.\"" The sight of the monster forcing a gorgeous young woman to suck his over-sized member certainly throws the target audience's ugly fantasies in their face. But D'Amato has developed similar ideas better in other films"," and Porno Holocaust is a potentially fierce idea let down by the execution (even D'Amato's usual cinematographic skills let him down with much dreary camera-work).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013_1,"Naked Deanna Troi! <br /><br />Richie's brother Chuck (from \Happy Days\"") with a reverse mohawk!<br /><br />Death Wish 3 has all this and more"," including one clever scene where Chuck Bronson's character sets up a mousetrap like device that brains a punk when he opens the window.<br /><br />Chuck also places a board with a bunch of nails on the floor near another window and smiles when he returns and sees bloody footprints leading away.<br /><br />All I can say about Death Wish 3 is that it is one of most incomprehensible \""serious\"" movies that I have ever seen--loaded to the hilt with mayhem", and nearly zero police response, despite the use of military weapons to mow punks down by the score.<br /><br />As I understand it, Bronson disowned this film, but happily cashed the check from Golan Globus.<br /><br />If you enjoy quality movies, avoid this one," but if you're in for a cheap \""Jackass\"" kind of thrill"," check it out.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11535_1,"I absolutely hated this movie. Even though the movie wanted to transmit some kind of social message, it was done in such a cliché ridden and melodramatic way like a Mexican soap opera.<br /><br />Also the acting was terrible especially Charityn and her son. That's one of the problems with dominican movies, they use celebrities that can't even act just to attract the masses. <br /><br />I'm even more ashamed about the positive reviews here which sadly means Dominicans are just being condescending to what's done here instead of giving honest and critical opinions that will help our film industry base itself on quality.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118_7,"This interesting film noir features three very good performances: Sanders, Patrick, and Blackmer. The scenes between Sanders and Patrick are particularly outstanding. Demming, as the detective, is unfortunately not nearly as good. He lacks the intelligence, strength, and cynical world view of a Bogart. Had Humphrey played this part, we could have had a classic.<br /><br />Pace, location (a library), and atmosphere are all good. But there are a few plot holes. Sanders strongly fears Blackmer and the ruthless organization (Nazis) he represents. Yet after mistakenly killing Blackmer, Sanders seems to experience no anxiety or remorse. Sanders then seizes the library and its occupants by using the ruse that he and his men are detectives investigating the murder. However, Sanders' hit man later tries to kill Demming by shooting him (without a silencer), even though the many other detainees could have been expected to hear, and become alarmed by, the noise. Finally, Sanders' hit man tries to kill Roberts, who has discovered the truth, but when she faints, he inexplicably does not. <br /><br />What bothered me the most, however, was that the chance for a great and unexpected conclusion was wasted. Throughout the film Patrick is portrayed as a smart, hard-as-nails sociopath fearing nothing. Yet at the end, she flees panic-stricken from the last surviving Nazi, a brutish thug. By the time the cops find him, he has killed her. And she ends up being just another weak, stereotypical victim. What should have happened is this: the cops find the Nazi thug, but he is dead. She has cleverly killed him, and then vanished -- to continue her evil ways.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10492_8,Out of the 600 or so Spaghetti Westerns made this has got to be in the top twenty somewhere. Can not believe this hasn't received any reviews! Gemma is excellent in this. Van Johnson is good too though his dubbed voice is a little off killter but that's the charm of the Italian style. Beautiful photography and some excellently staged action. All the supporting characters are well played. The severity of the racist streak in the bad guys is pretty tough even by todays standards which creates an emotional depth to Gemmas character in some of the situations that take place. Absolutely FANTASTIC score by Luis Bacalov. See this is in the wonderful Wide screen DVD from Japan. A spaghetti must have.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129_4,"I really wanted to like this film as I have admiration for Italian rip-off cinema (especially Jaws rip-offs!), but the simple fact of the matter is that Monster Shark isn't very good. All the signs of this being a great piece of trash are there; we've got one of the kings of trashy cult cinema, Lamberto Bava, in the director's chair - one of the best ridiculous cult actors, Michael Sopkiw, taking the lead role, and a central creature stupid enough to give even the best that this sort of film has to offer a run for it's money, yet somehow the film still manages to be rather stale. The fact that the 'monster shark' doesn't feature too often is probably a good thing given the creature design, but there's never enough elsewhere to pull the film through without it. The plot focuses on a resort off the south coast of Florida (or rather, somewhere in Italy) where several local people have turned up in the water with arms and legs missing. It's not long before the local authorities decide that this creature has never been seen before, and it's up to a motley crew of various sea experts to catch it alive! <br /><br />The main problem with this film is that it always feels very pointless, and since there is little in the way of characters or plot development, even the least demanding of viewers are likely to start getting bored before long. This sort of film is hardly famous for being brilliant, although the fun element of films such as 'The Last Shark' and 'Killer Fish' is unfortunately absent for most of the running time. The thing I love about lead actor Michael Sopkiw is that he always seems like he's taking himself seriously no matter what film he's in (although he only ever made four). This is certainly the case here, although Bava never really allows him to completely dive in, and often he feels as much like a spare wheel as the rest of the film. Much of the runtime is spent watching the various characters sup American lager, and it's not very fascinating; although Bava does manage to come good by the end with an entertaining flurry of action as the central monster finally gets to wreak havoc upon its would-be captors. Overall, there really isn't much to recommend this film for. As mentioned, I really like this sort of stuff and even I found myself bored on numerous occasions. For hardcore Italian horror fans only!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9814_10,"In reply to \State of Confusion\"" The dogs injuries do seem to disappear rather abruptly", but that may have only been an error in continuity. But, as for the kids trying to build a plane out of junk, it's just a simple matter of imagination. These are two very young kids who have extremely active imaginations and they must rely on those imaginations to keep themselves from being exposed to the reality of the level of abuse that goes on in their home from their stepfather. As for the stepfather, it's very interesting that the director chose to no show his face. That makes him seem more monstrous. If you show his face," then that character becomes a person and not just this \""monster\"" who is terrorizing the childhood of these two innocent children. By showing only the concequences of his abuse and not focusing scenes on the abuse itself", the children then become the main focus of the movie. This film has no loose ends," but runs just as a father's tale to his children would. It has embelleshments. This is a fine American classic.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671_9,"I'm a huge space buff, and at nearly 44, I've just discovered this flick for the first time. I came at it in a roundabout way from Space 1999, then UFO. I went hunting for other Anderson creations and found this was their first live-action work. What a home run! I actually heard about this movie many years ago, but never knew what it was called, so I'm happy to have found it by accident.<br /><br />These Andersons were nothing short of amazing in their writing, the execution of the completely believable and realistic-looking models, the quality of acting, etc.<br /><br />I don't think it looks dated at all. Let me tell you... I'll take good old models over the fake-looking CGI crap of today ANY TIME! Seriously, most of the rocket scenes looked pretty real. They had it down to a science! If you choose to think of what you are looking at as real, it isn't hard to actually believe it.<br /><br />Also, the amount of detail in set designs, the beautiful photography, the whole look... man, I wish I could go back to that time! They knew how to make great movies in the 60's. Personally, I've lost all interest in Hollywood movies today. Anybody with a budget can do CGI. I hate it! Bring back the models! Think of all the people that style employed! Anyway, I am ranting. :-) If you like good sci-fi that's very well-done, you will do yourself a service by watching this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5980_10,"Larisa Shepitko's THE ASCENT (1976) is an extraordinary, gruelling account of the partisans' fight against the Nazis in German-occupied Belorussia, The Ascent reflects the Russian obsession with the horrors of the Great Patriotic War, but unusually is both steeped in religious symbolism and ready to acknowledge the existence of the less than great Russian collaborator. The true battle is not with the Nazis, who hover in the background as mere extras, but between the Russian Nazi investigator and Sotnikov, the captured partisan who finds the spiritual strength to go to his death unbeaten. With its many references to the Crucifixion, the story takes on heroic proportions glorifying the sufferings of the martyr and his influence on future generations. A remarkable piece of work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755_2,"This movie reminded me a lot of a song by the Dead Kennedys called \Straight A's.\"" However", unlike this film, the hero of the DK's song turns to suicide. You'll wish this bozo had resorted to killing himself instead of doing the crime he did. The whole thing was convoluted and in the beginning, you sympathize with the hero of the film," then he quickly betrays your sympathies. The long sequences of just showing the hero's face while he delivers a monologue drag the film down quite a bit. Avoid this if possible.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461_2,"This looks like one of these Australian movies done by \talented\"" students and funded by the government. It is chock full of smart shots of colors and shapes and verbal excursions into Freudian psychology to be appreciated by art students and teachers alike", but in general it is perceived a stupid mockery of good cinema," good storytelling and generally good taste. This what happens I guess when art students become so obsessively indulgent. \""Pink Flamingoes\"" is miles ahead one the same subjects. Some porn movies from 70s are far more watchable and inspiring. Book of Revelation is not entirely without merits"," but as an overall experience it is well below average B-grade.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11979_1,"Being a fan of the game and watching this film made me physically vomit!!<br /><br />It was an awful film, though the story was similar to the games plot. the whole super human soldiers thing. Other than that Jack Carver, an all American man in the game, is played by a germen, unless thats some sort of twisted irony, that is what made me pull a middle finger at my TV screen the second it started. The fact that you can tell its filmed in a forest in the middle in what seemed like the middle of summer, this is uncalled for because the game is set in the tropical rain forest, whereas this looks like the director just looked out his window in the morning and went \thats a good forest.\""<br /><br />THIS IS A NOTE TO ALL DIRECTORS: If you ever plan to make a film based on a game/book play it"," understand it and ask fans about it... don't just play it for an hour and assume you know it!!!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8810_1,"Danny Glover and Carey Elwes obviously forgot how to act when they made this movie, the acting is absolutely atrocious. The pay-off is even worse. I feel sorry for Danny Glover, I hope he got paid well for this because it makes him look completely foolish, the same goes for Mr. Elwes.An absolute slap in the face to any horror movie fan. Despicable. This is probably the worst display of acting by veteran actors I have ever seen. I wonder if they bothered to look at the script, or if they did it must have said \forget everything you know about acting\"" because this makes the two of them look ridiculous. For two seasoned veterans to act this way is appalling", I hope the pay check was very large, I thought, at first," it was a spoof. If you can find satisfaction in this movie then more power to you.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852_7,"I can't really criticize this film. It is literally the first film I ever remember seeing and lead to a lifelong love of science fiction and horror films and prehistoric animals. Fortunately, seeing it again years later, it held up fairly well. Rod Cameron plays a big game hunter whose last safari was wiped out by mammoths. No one believes him, including his best friend, played by Cesar Romero, whose brother was among those killed. And Rod Cameron was the only survivor. The film was shot in India and has some good scenery. The acting is on a high level. I don't believe Rod Cameron, Cesar Romero and Marie Winsor ever turned in a bad performance. The mammoths, when they finally arrive are fairly effective. The ending also has an unusual twist, particularly for a 1950's science fiction film. Definitely worth seeing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961_4,"Well, here we have a zombie movie that perhaps isn't even being much of a zombie movie. The entire movie is set in a zombie-plagued near future but yet the movie does very little with this concept. Instead it focuses on a zombie hunter who is trying to get revenge and his money back from a group of other bounty hunters. What good is money anyway when almost the entire world has gone to hell and towns are mostly desolate. And why pay money to people for killing zombies in the first place. As if people would not go on to kill this dangerous threatening monsters when they are not getting paid.<br /><br />Needless to say that the story for \The Quick and the Undead\"" is far from a tight one. It of course also isn't being filled with the most logical and interesting moments", characters or dialog.<br /><br />Still it's not a completely horrible movie. It certainly ain't as bad as some people try to make you believe it is. It's a rather good looking one, or rather said the movie at least doesn't have a cheap look over it. It's effects may be a bit overused but nevertheless they are quite good looking, as are the make-up effects as well.<br /><br />Still the movie was not what I hoped of it. Its title might suggest that the movie is set in the wild, wild west, during the days of the cowboys but its title is just a misleading one, no doubt picked to cash in on it. I fell for it," expecting this movie to be a combination of a western and a gory zombie-horror-flick.<br /><br />For the fans of the zombie movies this movie will mostly be a disappointment to watch. It of course adds nothing new to the genre but it also doesn't has enough of the genre itself in it to be considered a good one to watch.<br /><br />Not totally unwatchable but also far from a recommendable one.<br /><br />4/10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7436_4,"The over-riding problem with this film is that it can't possibly use Bill Murray to the best of his abilities, simply because of the co-star.<br /><br />If this was a road movie with another comedic actor, it might work. Even if they were both trying to get the elephant across the country, it would at least allow for them to share some amusing dialogue. As it stands, Murray is left talking to an elephant who cannot answer back with witty banter. Essentially, it means that Murray is talking to himself, and this makes the film more boring than it could have been had he had another character to bounce off.<br /><br />Kids would enjoy this movie,simply because of the elephant, but anyone wanting to watch Bill Murray's biting delivery and enjoy an excellent script needs to look somewhere else.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
